metric_type,metric_name,seed,checkpoint_step,train_k,inference_k,train_k_b,inference_k_b,pair,value,extra
expert_frequency,max_expert_share,0,0,1,1,,,,0.15401785714285715,
loss,validation_loss,0,0,1,1,,,,5.668061256408691,
expert_frequency,max_expert_share,0,0,1,2,,,,0.1412295386904762,
loss,validation_loss,0,0,1,2,,,,5.6649603843688965,
expert_frequency,max_expert_share,0,0,1,4,,,,0.13643973214285715,
loss,validation_loss,0,0,1,4,,,,5.663675785064697,
expert_frequency,max_expert_share,0,500,1,1,,,,0.13541666666666666,
loss,validation_loss,0,500,1,1,,,,5.933528900146484,
expert_frequency,max_expert_share,0,500,1,2,,,,0.13127790178571427,
loss,validation_loss,0,500,1,2,,,,5.865313529968262,
expert_frequency,max_expert_share,0,500,1,4,,,,0.13571893601190477,
loss,validation_loss,0,500,1,4,,,,5.686733722686768,
expert_frequency,max_expert_share,0,1000,1,1,,,,0.13764880952380953,
loss,validation_loss,0,1000,1,1,,,,6.303985595703125,
expert_frequency,max_expert_share,0,1000,1,2,,,,0.12862723214285715,
loss,validation_loss,0,1000,1,2,,,,6.340549945831299,
expert_frequency,max_expert_share,0,1000,1,4,,,,0.1326962425595238,
loss,validation_loss,0,1000,1,4,,,,6.157120704650879,
expert_frequency,max_expert_share,0,2000,1,1,,,,0.13690476190476192,
loss,validation_loss,0,2000,1,1,,,,6.908292293548584,
expert_frequency,max_expert_share,0,2000,1,2,,,,0.13351004464285715,
loss,validation_loss,0,2000,1,2,,,,7.034163475036621,
expert_frequency,max_expert_share,0,2000,1,4,,,,0.13437034970238096,
loss,validation_loss,0,2000,1,4,,,,6.890179634094238,
expert_frequency,max_expert_share,0,4000,1,1,,,,0.1343936011904762,
loss,validation_loss,0,4000,1,1,,,,7.6709771156311035,
expert_frequency,max_expert_share,0,4000,1,2,,,,0.13564918154761904,
loss,validation_loss,0,4000,1,2,,,,7.734854698181152,
expert_frequency,max_expert_share,0,4000,1,4,,,,0.13437034970238096,
loss,validation_loss,0,4000,1,4,,,,7.655057430267334,
expert_frequency,max_expert_share,0,6000,1,1,,,,0.1351376488095238,
loss,validation_loss,0,6000,1,1,,,,8.333247184753418,
expert_frequency,max_expert_share,0,6000,1,2,,,,0.13309151785714285,
loss,validation_loss,0,6000,1,2,,,,8.381534576416016,
expert_frequency,max_expert_share,0,6000,1,4,,,,0.13199869791666666,
loss,validation_loss,0,6000,1,4,,,,8.242152214050293,
expert_frequency,max_expert_share,0,0,2,1,,,,0.15401785714285715,
loss,validation_loss,0,0,2,1,,,,5.668061256408691,
expert_frequency,max_expert_share,0,0,2,2,,,,0.1412295386904762,
loss,validation_loss,0,0,2,2,,,,5.6649603843688965,
expert_frequency,max_expert_share,0,0,2,4,,,,0.13643973214285715,
loss,validation_loss,0,0,2,4,,,,5.663675785064697,
expert_frequency,max_expert_share,0,250,2,1,,,,0.13681175595238096,
loss,validation_loss,0,250,2,1,,,,5.956299304962158,
expert_frequency,max_expert_share,0,250,2,2,,,,0.13490513392857142,
loss,validation_loss,0,250,2,2,,,,5.671597957611084,
expert_frequency,max_expert_share,0,250,2,4,,,,0.13376581101190477,
loss,validation_loss,0,250,2,4,,,,5.318059921264648,
expert_frequency,max_expert_share,0,500,2,1,,,,0.13718377976190477,
loss,validation_loss,0,500,2,1,,,,6.556694984436035,
expert_frequency,max_expert_share,0,500,2,2,,,,0.1331845238095238,
loss,validation_loss,0,500,2,2,,,,6.223404884338379,
expert_frequency,max_expert_share,0,500,2,4,,,,0.12972005208333334,
loss,validation_loss,0,500,2,4,,,,5.858024597167969,
expert_frequency,max_expert_share,0,1000,2,1,,,,0.13299851190476192,
loss,validation_loss,0,1000,2,1,,,,7.032541751861572,
expert_frequency,max_expert_share,0,1000,2,2,,,,0.13067336309523808,
loss,validation_loss,0,1000,2,2,,,,6.7716064453125,
expert_frequency,max_expert_share,0,1000,2,4,,,,0.13030133928571427,
loss,validation_loss,0,1000,2,4,,,,6.34994649887085,
expert_frequency,max_expert_share,0,2000,2,1,,,,0.13932291666666666,
loss,validation_loss,0,2000,2,1,,,,7.511356830596924,
expert_frequency,max_expert_share,0,2000,2,2,,,,0.13523065476190477,
loss,validation_loss,0,2000,2,2,,,,7.280279159545898,
expert_frequency,max_expert_share,0,2000,2,4,,,,0.12958054315476192,
loss,validation_loss,0,2000,2,4,,,,6.873937606811523,
expert_frequency,max_expert_share,0,3000,2,1,,,,0.13736979166666666,
loss,validation_loss,0,3000,2,1,,,,7.8645806312561035,
expert_frequency,max_expert_share,0,3000,2,2,,,,0.13225446428571427,
loss,validation_loss,0,3000,2,2,,,,7.580329418182373,
expert_frequency,max_expert_share,0,3000,2,4,,,,0.12839471726190477,
loss,validation_loss,0,3000,2,4,,,,7.264874458312988,
expert_frequency,max_expert_share,0,0,4,1,,,,0.15401785714285715,
loss,validation_loss,0,0,4,1,,,,5.668061256408691,
expert_frequency,max_expert_share,0,0,4,2,,,,0.1412295386904762,
loss,validation_loss,0,0,4,2,,,,5.6649603843688965,
expert_frequency,max_expert_share,0,0,4,4,,,,0.13643973214285715,
loss,validation_loss,0,0,4,4,,,,5.663675785064697,
expert_frequency,max_expert_share,0,100,4,1,,,,0.18294270833333334,
loss,validation_loss,0,100,4,1,,,,4.9051032066345215,
expert_frequency,max_expert_share,0,100,4,2,,,,0.16569010416666666,
loss,validation_loss,0,100,4,2,,,,4.735739707946777,
expert_frequency,max_expert_share,0,100,4,4,,,,0.14276413690476192,
loss,validation_loss,0,100,4,4,,,,4.559331893920898,
expert_frequency,max_expert_share,0,500,4,1,,,,0.1644345238095238,
loss,validation_loss,0,500,4,1,,,,6.951813697814941,
expert_frequency,max_expert_share,0,500,4,2,,,,0.1400204613095238,
loss,validation_loss,0,500,4,2,,,,6.671347618103027,
expert_frequency,max_expert_share,0,500,4,4,,,,0.13162667410714285,
loss,validation_loss,0,500,4,4,,,,6.258768081665039,
expert_frequency,max_expert_share,0,1000,4,1,,,,0.15401785714285715,
loss,validation_loss,0,1000,4,1,,,,7.623659610748291,
expert_frequency,max_expert_share,0,1000,4,2,,,,0.1392764136904762,
loss,validation_loss,0,1000,4,2,,,,7.256657123565674,
expert_frequency,max_expert_share,0,1000,4,4,,,,0.13297526041666666,
loss,validation_loss,0,1000,4,4,,,,6.857546806335449,
expert_frequency,max_expert_share,0,1500,4,1,,,,0.15299479166666666,
loss,validation_loss,0,1500,4,1,,,,7.8892693519592285,
expert_frequency,max_expert_share,0,1500,4,2,,,,0.13523065476190477,
loss,validation_loss,0,1500,4,2,,,,7.459259986877441,
expert_frequency,max_expert_share,0,1500,4,4,,,,0.1353701636904762,
loss,validation_loss,0,1500,4,4,,,,6.9987101554870605,
expert_frequency,max_expert_share,1,0,1,1,,,,0.1640625,
loss,validation_loss,1,0,1,1,,,,5.687915325164795,
expert_frequency,max_expert_share,1,0,1,2,,,,0.15155319940476192,
loss,validation_loss,1,0,1,2,,,,5.685884952545166,
expert_frequency,max_expert_share,1,0,1,4,,,,0.14106677827380953,
loss,validation_loss,1,0,1,4,,,,5.687465667724609,
expert_frequency,max_expert_share,1,500,1,1,,,,0.1484375,
loss,validation_loss,1,500,1,1,,,,6.104886531829834,
expert_frequency,max_expert_share,1,500,1,2,,,,0.1392764136904762,
loss,validation_loss,1,500,1,2,,,,5.979682445526123,
expert_frequency,max_expert_share,1,500,1,4,,,,0.13041759672619047,
loss,validation_loss,1,500,1,4,,,,5.815964221954346,
expert_frequency,max_expert_share,1,1000,1,1,,,,0.14192708333333334,
loss,validation_loss,1,1000,1,1,,,,6.621766567230225,
expert_frequency,max_expert_share,1,1000,1,2,,,,0.13639322916666666,
loss,validation_loss,1,1000,1,2,,,,6.566272735595703,
expert_frequency,max_expert_share,1,1000,1,4,,,,0.13051060267857142,
loss,validation_loss,1,1000,1,4,,,,6.398548126220703,
expert_frequency,max_expert_share,1,2000,1,1,,,,0.14174107142857142,
loss,validation_loss,1,2000,1,1,,,,7.313625335693359,
expert_frequency,max_expert_share,1,2000,1,2,,,,0.13755580357142858,
loss,validation_loss,1,2000,1,2,,,,7.322795867919922,
expert_frequency,max_expert_share,1,2000,1,4,,,,0.13178943452380953,
loss,validation_loss,1,2000,1,4,,,,7.188425540924072,
expert_frequency,max_expert_share,1,4000,1,1,,,,0.1422061011904762,
loss,validation_loss,1,4000,1,1,,,,8.17715072631836,
expert_frequency,max_expert_share,1,4000,1,2,,,,0.13918340773809523,
loss,validation_loss,1,4000,1,2,,,,8.252571105957031,
expert_frequency,max_expert_share,1,4000,1,4,,,,0.13523065476190477,
loss,validation_loss,1,4000,1,4,,,,8.147523880004883,
expert_frequency,max_expert_share,1,6000,1,1,,,,0.14639136904761904,
loss,validation_loss,1,6000,1,1,,,,8.73957347869873,
expert_frequency,max_expert_share,1,6000,1,2,,,,0.14020647321428573,
loss,validation_loss,1,6000,1,2,,,,8.84538459777832,
expert_frequency,max_expert_share,1,6000,1,4,,,,0.13234747023809523,
loss,validation_loss,1,6000,1,4,,,,8.785484313964844,
expert_frequency,max_expert_share,1,0,2,1,,,,0.1640625,
loss,validation_loss,1,0,2,1,,,,5.687915325164795,
expert_frequency,max_expert_share,1,0,2,2,,,,0.15155319940476192,
loss,validation_loss,1,0,2,2,,,,5.685884952545166,
expert_frequency,max_expert_share,1,0,2,4,,,,0.14106677827380953,
loss,validation_loss,1,0,2,4,,,,5.687465667724609,
expert_frequency,max_expert_share,1,250,2,1,,,,0.1558779761904762,
loss,validation_loss,1,250,2,1,,,,6.032201766967773,
expert_frequency,max_expert_share,1,250,2,2,,,,0.14192708333333334,
loss,validation_loss,1,250,2,2,,,,5.855435848236084,
expert_frequency,max_expert_share,1,250,2,4,,,,0.13711402529761904,
loss,validation_loss,1,250,2,4,,,,5.519401550292969,
expert_frequency,max_expert_share,1,500,2,1,,,,0.150390625,
loss,validation_loss,1,500,2,1,,,,6.507120609283447,
expert_frequency,max_expert_share,1,500,2,2,,,,0.14406622023809523,
loss,validation_loss,1,500,2,2,,,,6.347939491271973,
expert_frequency,max_expert_share,1,500,2,4,,,,0.13906715029761904,
loss,validation_loss,1,500,2,4,,,,5.984697341918945,
expert_frequency,max_expert_share,1,1000,2,1,,,,0.14760044642857142,
loss,validation_loss,1,1000,2,1,,,,7.128079414367676,
expert_frequency,max_expert_share,1,1000,2,2,,,,0.14029947916666666,
loss,validation_loss,1,1000,2,2,,,,7.02358865737915,
expert_frequency,max_expert_share,1,1000,2,4,,,,0.13381231398809523,
loss,validation_loss,1,1000,2,4,,,,6.628203392028809,
expert_frequency,max_expert_share,1,2000,2,1,,,,0.14285714285714285,
loss,validation_loss,1,2000,2,1,,,,7.892760276794434,
